,,,,,,#1,,,,,,,#2,,,,,,,#3,,,,,,,#4,,,,,,,#5,,,,,,,#6,,,,,,,#7,,,,,,,#8,,,,,,,#9,,,,,,,#10,,,,,,
,,,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,,Full PTN ,,,30% PTN,,,
PTN,SET,DBV,R,G,B,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4,x,y,Lv,x,y,Lv,deltaE4
