,,,SET1,,,,,,,,,,,,,,,SET2,,,,,,,,,,,,,,,SET3,,,,,,,,,,,,,,,SET4,,,,,,,,,,,,,,,SET5,,,,,,,,,,,,,,,SET6,,,,,,,,,,,,,,
,,,White,,,Red,,,Green,,,Blue,,,Gamma Cursh,,,White,,,Red,,,Green,,,Blue,,,Gamma Cursh,,,White,,,Red,,,Green,,,Blue,,,Gamma Cursh,,,White,,,Red,,,Green,,,Blue,,,Gamma Cursh,,,White,,,Red,,,Green,,,Blue,,,Gamma Cursh,,,White,,,Red,,,Green,,,Blue,,,Gamma Cursh,,
No.,DBV,Gray,x,y,Lv,x,y,Lv,x,y,Lv,x,y,Lv,R,G,B,x,y,Lv,x,y,Lv,x,y,Lv,x,y,Lv,R,G,B,x,y,Lv,x,y,Lv,x,y,Lv,x,y,Lv,R,G,B,x,y,Lv,x,y,Lv,x,y,Lv,x,y,Lv,R,G,B,x,y,Lv,x,y,Lv,x,y,Lv,x,y,Lv,R,G,B,x,y,Lv,x,y,Lv,x,y,Lv,x,y,Lv,R,G,B
